Launcher/Target Velocity,Launcher/Error,Launcher/Launcher Velocity,FPGA Time,Drivetrain/Odometry Pose X,Drivetrain/Odometry Pose Y,Drivetrain/Odometry Pose Heading,Drivetrain/Left Wheel Measured Speed,Drivetrain/Right Wheel Measured Speed,Drivetrain/Left Wheel Setpoint,Drivetrain/Right Wheel Setpoint,Battery Voltage,NavX/WorldLinearAccelX,NavX/WorldLinearAccelY,NavX/WorldLinearAccelZ,NavX/RawAccelX,NavX/RawAccelY,NavX/RawAccelZ,Motor Faults,PDP/PDP0 Current,PDP/PDP1 Current,PDP/PDP2 Current,PDP/PDP3 Current,PDP/PDP4 Current,PDP/PDP5 Current,PDP/PDP6 Current,PDP/PDP7 Current,PDP/PDP8 Current,PDP/PDP9 Current,PDP/PDP10 Current,PDP/PDP11 Current,PDP/PDP12 Current,PDP/PDP13 Current,PDP/PDP14 Current,PDP/PDP15 Current,PDP/PDP Temp,PDP/PDP Total Current,PDP/PDP Total Energy,PDP/PDP Total Power,PDP/PDP Input Voltage,Drivetrain/Trajectory Pose X,Drivetrain/Trajectory Pose Y,Drivetrain/Trajectory Pose Heading
0.0000,0.0000,0.0000,10.941,0.0000,0.0000,88.795,0.0000,-0.0000,0.0000,0.0000,12.354,-0.0013885,-0.0013885,-0.0013885,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.450,-1.0,-1.0,-1.0
0.0000,0.0000,0.0000,11.095,1.1430,2.3348,0.0000,0.0000,-0.0000,0.0000,0.0000,12.354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.450,-1.0,-1.0,-1.0
0.0000,0.0000,0.0000,11.142,1.1430,2.3348,0.00021362,0.0000,-0.0000,0.0000,0.0000,12.347,-0.0033875,-0.0033875,-0.0033875,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.400,-1.0,-1.0,-1.0
0.0000,0.0000,0.0000,11.202,1.1430,2.3348,0.00021362,0.0000,-0.0000,0.0000,0.0000,12.341,-0.0018463,-0.0018463,-0.0018463,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.450,-1.0,-1.0,-1.0
0.0000,0.0000,0.0000,11.261,1.1430,2.3348,-0.010712,0.0000,-0.0000,0.11119,0.11816,12.297,-0.0020599,-0.0020599,0.00079346,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.400,1.1494,2.3348,0.039617
0.0000,0.0000,0.0000,11.308,1.1459,2.3348,0.00082397,0.029752,0.025685,0.16160,0.17174,12.216,-0.056961,-0.056961,-0.056961,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.300,1.1562,2.3348,0.081509
0.0000,0.0000,0.0000,11.365,1.1512,2.3348,0.022141,0.093323,0.069350,0.22272,0.23664,12.234,-0.036713,-0.036713,-0.036713,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.004,0.0000,80429,0.0000,12.350,1.1673,2.3349,0.14999
0.0000,0.0000,0.0000,11.396,1.1551,2.3348,-0.00016785,0.11794,0.087972,0.25553,0.27151,12.234,-0.015121,-0.015121,-0.015121,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.300,1.1747,2.3349,0.19587
0.0000,0.0000,0.0000,11.425,1.1600,2.3348,0.0077057,0.11986,0.12008,0.28757,0.30573,12.209,-0.0093231,-0.0093231,-0.0093231,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.300,1.1826,2.3350,0.24452
0.0000,0.0000,0.0000,11.457,1.1680,2.3348,0.033646,0.16610,0.16802,0.32296,0.34340,12.234,0.030518,0.030518,0.030518,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.300,1.1921,2.3350,0.30318
0.0000,0.0000,0.0000,11.512,1.1775,2.3348,0.043747,0.20591,0.20976,0.38773,0.41221,12.241,0.0033875,0.0033875,0.0033875,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.300,1.2109,2.3351,0.41975
0.0000,0.0000,0.0000,11.544,1.1826,2.3348,0.068726,0.22432,0.22689,0.41733,0.44393,12.209,0.016388,0.016388,0.016388,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.300,1.2214,2.3352,0.48471
0.0000,0.0000,0.0000,11.572,1.1943,2.3348,0.080444,0.25942,0.26413,0.45898,0.48808,12.209,0.015564,0.015564,0.015564,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.300,1.2350,2.3353,0.56851
0.0000,0.0000,0.0000,11.598,1.2071,2.3348,0.094299,0.29174,0.29773,0.48531,0.51645,12.165,-0.032669,-0.032669,-0.032669,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.300,1.2461,2.3354,0.63602
0.0000,0.0000,0.0000,11.624,1.2139,2.3348,0.10579,0.30822,0.31507,0.51305,0.54642,12.197,0.021698,0.021698,0.021698,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.300,1.2585,2.3356,0.70808
0.0000,0.0000,0.0000,11.650,1.2210,2.3348,0.12784,0.32149,0.32984,0.54706,0.58274,12.172,0.034561,0.034561,0.034561,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.300,1.2715,2.3358,0.78358
0.0000,0.0000,0.0000,11.677,1.2323,2.3349,0.13651,0.35296,0.34482,0.58055,0.61840,12.140,0.0039063,0.0039063,0.0039063,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.037,0.0000,80429,0.0000,12.250,1.2847,2.3360,0.86009
0.0000,0.0000,0.0000,11.709,1.2445,2.3349,0.16136,0.36837,0.37822,0.61612,0.65669,12.115,-0.013901,-0.013901,-0.013901,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.7500,0.0000,0.0000,24.037,1.7500,80431,21.375,12.250,1.3003,2.3362,0.95085
0.0000,0.0000,0.0000,11.780,1.2708,2.3350,0.22453,0.43408,0.44435,0.70930,0.75583,12.109,-0.020920,-0.020920,-0.020920,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8750,0.0000,0.0000,24.037,1.8750,80432,22.875,12.250,1.3355,2.3368,1.1559
0.0000,0.0000,0.0000,11.850,1.3109,2.3352,0.24977,0.50857,0.51135,0.80901,0.86241,12.071,0.058624,0.058624,0.058624,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0000,1.7500,0.0000,0.0000,24.037,4.7500,80437,57.875,12.200,1.3794,2.3378,1.3972
0.0000,0.0000,0.0000,11.895,1.3392,2.3353,0.29567,0.54538,0.53211,0.89478,0.95606,12.058,0.057632,0.057632,0.057632,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2500,2.2500,0.0000,2.7500,24.037,8.2500,80439,100.13,12.150,1.4265,2.3390,1.6534
0.0000,0.0000,0.0000,11.916,1.3512,2.3354,0.31987,0.56251,0.55309,0.89666,0.95977,12.008,0.020096,0.020096,0.020096,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2500,2.2500,0.0000,2.7500,23.004,8.2500,80441,99.750,12.100,1.4411,2.3394,1.7327
0.0000,0.0000,0.0000,11.936,1.3638,2.3354,0.37401,0.58156,0.57856,0.92798,0.99360,12.027,-0.057678,0.067978,0.067978,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2500,2.2500,0.0000,2.7500,24.037,8.2500,80443,99.750,12.100,1.4577,2.3400,1.8167
0.0000,0.0000,0.0000,11.956,1.3767,2.3355,0.40926,0.59825,0.60446,0.95711,1.0246,11.996,0.083099,0.083099,0.083099,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5000,2.3750,0.0000,2.8750,24.037,8.7500,80445,106.25,12.150,1.4738,2.3406,1.8983
0.0000,0.0000,0.0000,11.992,1.3971,2.3357,0.45670,0.61859,0.65497,1.0255,1.0976,11.989,0.015686,0.015686,0.015686,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5000,2.3750,0.0000,2.8750,23.004,8.7500,80449,105.88,12.100,1.5032,2.3416,2.0471
0.0000,0.0000,0.0000,12.011,1.4111,2.3358,0.52922,0.63892,0.67745,1.0435,1.1176,11.939,-0.012695,-0.012695,-0.012695,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7500,2.1250,0.0000,3.0000,24.037,8.8750,80451,106.88,12.050,1.5202,2.3422,2.1334
0.0000,0.0000,0.0000,12.030,1.4329,2.3360,0.54749,0.68537,0.69607,1.0706,1.1463,11.983,0.11012,0.11012,0.11012,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7500,2.1250,0.0000,3.0000,24.037,8.8750,80453,106.88,12.050,1.5368,2.3427,2.2171
0.0000,0.0000,0.0000,12.050,1.4482,2.3361,0.56332,0.71084,0.71705,1.0874,1.1659,11.952,0.092728,0.092728,0.092728,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7500,2.1250,0.0000,3.0000,24.037,8.8750,80455,106.88,12.050,1.5548,2.3435,2.3016
0.0000,0.0000,0.0000,12.069,1.4482,2.3361,0.58969,0.73160,0.73781,1.1149,1.1961,11.983,-0.0038910,-0.0038910,-0.0038910,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7500,2.1250,0.0000,3.0000,24.037,9.8750,80458,118.88,12.050,1.5726,2.3443,2.3849
0.0000,0.0000,0.0000,12.088,1.4637,2.3363,0.61089,0.73160,0.73781,1.1701,1.2538,11.964,-0.052490,-0.052490,-0.052490,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,2.6250,0.0000,3.2500,24.037,9.8750,80460,118.88,12.050,1.5902,2.3450,2.4673
0.0000,0.0000,0.0000,12.107,1.4877,2.3366,0.63785,0.75279,0.77826,1.1991,1.2856,11.958,-0.0056152,-0.0056152,-0.0056152,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,2.6250,0.0000,3.2500,24.037,9.8750,80460,118.88,12.000,1.6087,2.3458,2.5536
0.0000,0.0000,0.0000,12.126,1.5046,2.3368,0.69415,0.77612,0.80288,1.2117,1.3010,11.952,0.18666,0.18666,0.18666,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0000,2.6250,0.0000,3.2500,24.037,9.8750,80462,118.88,12.000,1.6273,2.3466,2.6406
0.0000,0.0000,0.0000,12.144,1.5218,2.3370,0.72218,0.79710,0.82642,1.2349,1.3260,11.927,-0.0087738,-0.0087738,-0.0087738,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5000,2.6250,0.0000,3.3750,24.037,10.500,80465,126.50,12.050,1.6449,2.3474,2.7186
0.0000,0.0000,0.0000,12.163,1.5218,2.3370,0.75113,0.81401,0.84933,1.2621,1.3559,11.908,-0.059402,-0.059402,-0.059402,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5000,2.6250,0.0000,3.3750,24.037,10.500,80468,126.50,12.000,1.6642,2.3484,2.8010
0.0000,0.0000,0.0000,12.182,1.5392,2.3372,0.77803,0.81401,0.84933,1.3233,1.4198,11.864,0.028412,0.028412,0.028412,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5000,2.6250,0.0000,3.3750,24.037,10.500,80470,126.00,12.000,1.6831,2.3493,2.8819
0.0000,0.0000,0.0000,12.201,1.5756,2.3377,0.81503,0.85746,0.89749,1.3541,1.4534,11.864,-0.0021210,-0.0021210,-0.0021210,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5000,2.6250,0.0000,3.3750,24.037,10.500,80473,125.38,12.000,1.7036,2.3504,2.9695
0.0000,0.0000,0.0000,12.221,1.5948,2.3380,0.85817,0.88293,0.92017,1.3489,1.4512,11.876,0.0093384,0.0093384,0.0093384,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8750,2.5000,3.0000,3.7500,23.004,14.125,80476,168.00,11.950,1.7255,2.3515,3.0631
0.0000,0.0000,0.0000,12.241,1.6140,2.3383,0.91797,0.90498,0.93858,1.3742,1.4790,11.876,-0.12985,-0.12985,-0.12985,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8750,2.5000,3.0000,3.7500,23.004,14.125,80479,168.75,12.000,1.7458,2.3526,3.1436
0.0000,0.0000,0.0000,12.286,1.6538,2.3390,1.0340,0.95185,0.98011,1.4135,1.5210,11.864,0.20999,0.20999,0.20999,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1250,2.8750,3.0000,4.0000,23.004,15.000,80486,180.00,11.950,1.7704,2.3540,3.2383
0.0000,0.0000,0.0000,12.310,1.6747,2.3394,1.1323,0.97690,1.0028,1.4936,1.6068,11.876,-0.024979,-0.024979,-0.024979,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1250,2.8750,3.0000,4.0000,24.037,15.000,80494,180.00,12.000,1.8209,2.3569,3.4335
0.0000,0.0000,0.0000,12.346,1.7063,2.3400,1.2393,1.0328,1.0422,1.5461,1.6616,11.807,-0.011169,-0.011169,-0.011169,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,2.6250,0.0000,3.8750,23.004,11.500,80499,136.75,11.850,1.8503,2.3587,3.5362
0.0000,0.0000,0.0000,12.370,1.7496,2.3409,1.2693,1.0525,1.0694,1.6240,1.7437,11.744,-0.15431,-0.15431,-0.15431,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0000,2.6250,0.0000,3.8750,24.037,11.500,80502,135.63,11.900,1.8945,2.3615,3.6878
0.0000,0.0000,0.0000,12.412,1.7955,2.3420,1.3672,1.0972,1.1126,1.6219,1.7456,11.826,-0.074356,-0.074356,-0.074356,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5000,3.1250,3.6250,5.0000,24.037,18.250,80510,218.00,11.900,1.9244,2.3634,3.7881
0.0000,0.0000,0.0000,12.447,1.8311,2.3429,1.5493,1.1216,1.1653,1.6889,1.8177,11.744,-0.048706,-0.048706,-0.048706,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5000,3.1250,3.6250,5.0000,23.004,18.250,80515,217.13,11.900,1.9760,2.3670,3.9422
0.0000,0.0000,0.0000,12.470,1.8674,2.3439,1.6276,1.1642,1.1901,1.7531,1.8830,11.713,-0.062805,-0.062805,-0.062805,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,3.3750,3.3750,4.2500,24.037,17.000,80523,200.50,11.900,2.0191,2.3700,4.0676
0.0000,0.0000,0.0000,12.503,1.9050,2.3450,1.7068,1.1832,1.2361,1.7727,1.9046,11.675,0.0039215,0.0039215,0.0039215,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,3.3750,3.3750,4.2500,24.037,17.000,80527,200.50,11.800,2.0508,2.3723,4.1477
0.0000,0.0000,0.0000,12.535,1.9563,2.3466,1.8097,1.2254,1.2791,1.8291,1.9644,11.719,-0.00035095,-0.00035095,-0.00035095,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2500,3.3750,3.7500,4.5000,24.037,17.875,80535,211.75,11.850,2.0938,2.3754,4.2563
0.0000,0.0000,0.0000,12.569,1.9829,2.3474,1.8891,1.2483,1.3014,1.8489,1.9864,11.713,-0.093124,-0.093124,-0.093124,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.2500,3.3750,3.7500,4.5000,24.037,17.875,80539,211.75,11.850,2.1372,2.3787,4.3495
0.0000,0.0000,0.0000,12.588,2.0094,2.3483,2.0016,1.2667,1.3187,1.9535,2.0940,11.669,0.045929,0.045929,0.045929,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,3.6250,3.6250,4.7500,24.037,17.875,80544,211.75,11.800,2.1848,2.3823,4.4465
0.0000,0.0000,0.0000,12.607,2.0094,2.3483,2.0493,1.3091,1.3378,1.9756,2.1148,11.625,0.23862,0.23862,0.23862,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,3.6250,3.6250,4.7500,24.037,18.000,80548,211.50,11.800,2.2117,2.3844,4.4927
0.0000,0.0000,0.0000,12.627,2.0498,2.3498,2.0827,1.3091,1.3611,2.0747,2.2143,11.380,-0.19946,-0.19946,-0.19946,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,3.6250,3.6250,4.7500,24.037,18.000,80552,211.50,11.750,2.2397,2.3867,4.5354
0.0000,0.0000,0.0000,12.647,2.0777,2.3508,2.0972,1.3605,1.3804,2.0663,2.2070,11.581,0.016708,0.016708,0.016708,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,3.6250,3.6250,4.7500,24.037,18.000,80556,207.88,11.550,2.2707,2.3891,4.5826
0.0000,0.0000,0.0000,12.667,2.1064,2.3519,2.2143,1.3915,1.4061,2.0801,2.2215,11.562,-0.19644,-0.19644,-0.19644,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5000,5.8750,4.8750,5.6250,23.004,24.875,80562,289.75,11.650,2.3000,2.3915,4.6191
0.0000,0.0000,0.0000,12.686,2.1357,2.3530,2.2504,1.3915,1.4061,2.0840,2.2218,11.675,0.054779,0.054779,0.054779,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5000,5.8750,4.8750,5.6250,23.004,24.875,80568,291.00,11.750,2.3287,2.3938,4.6473
0.0000,0.0000,0.0000,12.707,2.1806,2.3548,2.2958,1.4234,1.4653,2.0844,2.2213,11.751,-0.10672,-0.10672,-0.10672,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5000,5.8750,4.8750,5.6250,23.004,24.875,80574,292.25,11.750,2.3573,2.3961,4.6754
0.0000,0.0000,0.0000,12.742,2.2105,2.3560,2.3763,1.4703,1.5086,2.0628,2.1981,11.901,-0.038940,-0.038940,-0.038940,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,3.7500,4.2500,6.1250,23.004,21.125,80584,250.25,11.850,2.3936,2.3991,4.6998
0.0000,0.0000,0.0000,12.777,2.3021,2.3599,2.5006,1.4955,1.5345,2.1068,2.2387,11.851,0.053802,0.053802,0.053802,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,3.7500,4.2500,6.1250,23.004,14.000,80592,167.25,12.000,2.4366,2.4027,4.7173
0.0000,0.0000,0.0000,12.787,2.3021,2.3599,2.5429,1.4955,1.5345,1.9816,2.1077,11.857,0.053802,0.053802,0.053802,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,3.7500,4.2500,6.1250,23.004,14.000,80592,167.25,12.000,2.4848,2.4066,4.7227
0.0000,0.0000,0.0000,12.799,2.3330,2.3613,2.5746,1.5075,1.5443,2.0292,2.1531,12.058,-0.054657,-0.054657,-0.054657,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6250,2.6250,2.7500,4.0000,24.037,14.000,80595,168.00,12.000,2.5006,2.4079,4.7194
0.0000,0.0000,0.0000,12.811,2.3330,2.3613,2.5746,1.5075,1.5443,1.9938,2.1156,11.883,0.024017,0.024017,0.024017,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6250,2.6250,2.7500,4.0000,24.037,14.000,80595,168.00,12.000,2.5194,2.4095,4.7155
0.0000,0.0000,0.0000,12.822,2.3632,2.3627,2.5913,1.5084,1.5490,2.0421,2.1632,12.071,0.024017,0.024017,0.024017,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6250,2.6250,2.7500,4.0000,24.037,14.000,80599,169.38,12.100,2.5358,2.4109,4.7122
0.0000,0.0000,0.0000,12.833,2.3632,2.3627,2.5954,1.5084,1.5490,2.0012,2.1207,12.033,0.060883,0.060883,0.060883,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6250,2.6250,2.7500,4.0000,24.037,14.000,80599,169.38,12.100,2.5522,2.4122,4.7063
0.0000,0.0000,0.0000,12.843,2.3924,2.3640,2.5954,1.4908,1.5445,2.0484,2.1664,12.033,0.060883,0.060883,0.060883,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6250,2.6250,2.7500,4.0000,24.037,14.000,80602,168.63,12.050,2.5683,2.4135,4.6924
0.0000,0.0000,0.0000,12.854,2.3924,2.3640,2.6210,1.4908,1.5445,2.0052,2.1219,12.040,0.041183,0.041183,0.041183,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6250,2.6250,2.7500,4.0000,24.037,14.000,80602,168.63,12.050,2.5831,2.4147,4.6796
0.0000,0.0000,0.0000,12.866,2.4219,2.3654,2.6256,1.4745,1.5381,2.0567,2.1712,12.027,0.14391,0.14391,0.14391,0.0000,0.0000,0.0000,,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3750,2.6250,0.0000,2.7500,24.037,8.7500,80604,105.88,12.150,2.6005,2.4162,4.6645
